Paralog1	Paralog2
NBPF4	NBPF6
BX072566.1	POTED
BX072566.1	POTEC
BX072566.1	AC136352.3
BX072566.1	POTEB2
BX072566.1	POTEB
BX072566.1	POTEB3
BX072566.1	POTEM
BX072566.1	POTEH
BX072566.1	POTEJ
BX072566.1	POTEI
BX072566.1	POTEF
BX072566.1	POTEE
BX072566.1	POTEG
POTED	POTEC
POTED	AC136352.3
POTED	POTEB2
POTED	POTEB
POTED	POTEB3
POTED	POTEM
POTED	POTEH
POTED	POTEJ
POTED	POTEI
POTED	POTEF
POTED	POTEE
POTED	POTEG
POTEC	AC136352.3
POTEC	POTEH
POTEC	POTEB2
POTEC	POTEB
POTEC	POTEB3
POTEC	POTEM
POTEC	POTEJ
POTEC	POTEI
POTEC	POTEF
POTEC	POTEE
POTEC	POTEG
AC136352.3	POTEB2
AC136352.3	POTEB
AC136352.3	POTEB3
AC136352.3	POTEM
AC136352.3	POTEH
AC136352.3	POTEJ
AC136352.3	POTEI
AC136352.3	POTEF
AC136352.3	POTEE
AC136352.3	POTEG
POTEB2	POTEH
POTEB2	POTEM
POTEB2	POTEG
POTEB2	POTEB
POTEB2	POTEB3
POTEB2	POTEJ
POTEB2	POTEI
POTEB2	POTEF
POTEB2	POTEE
POTEB	POTEH
POTEB	POTEM
POTEB	POTEG
POTEB	POTEB3
POTEB	POTEJ
POTEB	POTEI
POTEB	POTEF
POTEB	POTEE
POTEB3	POTEH
POTEB3	POTEM
POTEB3	POTEG
POTEB3	POTEJ
POTEB3	POTEI
POTEB3	POTEF
POTEB3	POTEE
POTEM	POTEH
POTEM	POTEG
POTEM	POTEJ
POTEM	POTEI
POTEM	POTEF
POTEM	POTEE
POTEH	POTEG
POTEH	POTEJ
POTEH	POTEI
POTEH	POTEF
POTEH	POTEE
POTEJ	POTEG
POTEJ	POTEF
POTEJ	POTEI
POTEJ	POTEE
POTEI	POTEG
POTEI	POTEF
POTEI	POTEE
POTEF	POTEG
POTEF	POTEE
POTEE	POTEG
AC007325.1	AC023491.2
AC007325.4	DGCR6
AC007325.4	DGCR6L
AC007325.4	AC007326.4
DGCR6	DGCR6L
DGCR6	AC007326.4
DGCR6L	AC007326.4
AC007325.2	PRODH
AC011043.1	AC011841.1
AC011043.1	AC011043.2
AC011841.1	AC011043.2
MAFIP	TEKT3
AL592183.1	FRG1
AC004556.3	MRPL23
AC233755.2	IGHV3-43
AC233755.2	IGHV3-20
AC233755.2	IGHV3-30
AC233755.2	IGHV8-51-1
AC233755.2	IGHV3-74
AC233755.2	IGHV3-7
AC233755.2	IGHV3-33
AC233755.2	IGHV3OR16-13
AC233755.2	IGHV3OR15-7
AC233755.2	IGHV3-21
AC233755.2	AC136616.2
AC233755.2	IGHV3OR16-10
AC233755.2	IGHV3-11
AC233755.2	IGHV3-73
AC233755.2	IGHV3-15
AC233755.2	IGHV3OR16-12
AC233755.2	IGHV3-72
AC233755.2	IGHV3-49
AC233755.2	IGHV3-13
AC233755.2	IGHV3-48
AC233755.2	IGHV3-23
AC233755.2	IGHV3-64
AC233755.2	IGHV3-66
AC233755.2	IGHV3-38
AC233755.2	IGHV3-53
AC233755.2	IGHV3-64D
IGHV3-43	AC136616.2
IGHV3-20	AC136616.2
IGHV3-30	AC136616.2
IGHV8-51-1	AC136616.2
IGHV3-74	AC136616.2
IGHV3-7	AC136616.2
IGHV3-33	AC136616.2
IGHV3OR16-13	AC136616.2
IGHV3OR15-7	AC136616.2
IGHV3-21	AC136616.2
AC136616.2	IGHV3-15
AC136616.2	IGHV3-73
AC136616.2	IGHV3-49
AC136616.2	IGHV3-72
AC136616.2	IGHV3-11
AC136616.2	IGHV3OR16-12
AC136616.2	IGHV3-48
AC136616.2	IGHV3OR16-10
AC136616.2	IGHV3-13
AC136616.2	IGHV3-23
AC136616.2	IGHV3-64
AC136616.2	IGHV3-66
AC136616.2	IGHV3-38
AC136616.2	IGHV3-53
AC136616.2	IGHV3-64D
IGHV3-35	AC141272.1
IGHV3-35	AC136428.1
IGHV3-16	AC141272.1
IGHV3-16	AC136428.1
AC141272.1	IGHV3OR16-9
AC141272.1	AC136428.1
AC141272.1	IGHV3OR16-8
IGHV3OR16-9	AC136428.1
IGHV3OR16-8	AC136428.1
IGHV5-51	AC136616.3
IGHV5-10-1	AC136616.3
AC135068.9	AC136616.3
IGHV1OR15-1	AC136616.3
IGHV1-2	AC136616.3
IGHV1-3	AC136616.3
IGHV1-58	AC136616.3
IGHV1-18	AC136616.3
IGHV1-45	AC136616.3
AC136616.3	IGHV1-69-2
AC136616.3	IGHV1-69D
AC136616.3	IGHV1-24
AC136616.3	IGHV1-69
AC136616.3	IGHV1OR21-1
AC136616.3	IGHV1-46
AC136616.3	IGHV1OR15-9
AC233755.1	IGHV4-28
AC233755.1	IGHV4-34
AC233755.1	IGHV4-61
AC233755.1	IGHV4OR15-8
AC233755.1	IGHV4-4
AC233755.1	AC135068.3
AC233755.1	IGHV4-31
AC233755.1	IGHV4-59
AC233755.1	IGHV4-39
IGLL5	IGLC1
IGLL5	IGLC7
AC133551.1	TP53TG3B
AC133551.1	TP53TG3D
AC133551.1	TP53TG3C
AC133551.1	AC136612.1
AC133551.1	TP53TG3
AC133551.1	TP53TG3F
AC133551.1	TP53TG3E
TP53TG3B	AC136612.1
TP53TG3B	TP53TG3D
TP53TG3B	TP53TG3
TP53TG3B	TP53TG3C
TP53TG3B	TP53TG3E
TP53TG3B	TP53TG3F
TP53TG3D	AC136612.1
TP53TG3D	TP53TG3
TP53TG3D	TP53TG3F
TP53TG3D	TP53TG3C
TP53TG3D	TP53TG3E
TP53TG3C	AC136612.1
TP53TG3C	TP53TG3
TP53TG3C	TP53TG3F
TP53TG3C	TP53TG3E
AC136612.1	TP53TG3
AC136612.1	TP53TG3F
AC136612.1	TP53TG3E
TP53TG3	TP53TG3F
TP53TG3	TP53TG3E
TP53TG3F	TP53TG3E
AC136616.1	SLC6A8
SOX7	AC105001.2
RPS4Y1	RPS4Y2
ZFY	ZFX
ZNF772	ZNF134
ZNF772	ZNF256
ZNF772	ZNF154
ZNF256	ZNF134
ZNF256	ZNF154
ZNF154	ZNF134
AC003005.1	AC004076.1
AC003005.1	ZNF419
AC004076.1	ZNF419
ZNF587B	ZNF552
ZNF562	ZNF561
ZNF548	AC003002.1
ZNF610	ZNF480
TGIF2LY	TGIF2LX
PCDH11Y	PCDH11X
PCDH20	AL592490.1
TSPY2	TSPY1
TSPY2	TSPY8
TSPY2	TSPY3
TSPY2	TSPY4
TSPY2	TSPY9P
TSPY2	TSPY10
TSPY1	TSPY4
TSPY1	TSPY8
TSPY1	TSPY3
TSPY1	TSPY9P
TSPY1	TSPY10
TSPY8	TSPY4
TSPY8	TSPY3
TSPY8	TSPY9P
TSPY8	TSPY10
TSPY3	TSPY4
TSPY3	TSPY9P
TSPY3	TSPY10
TSPY4	TSPY9P
TSPY4	TSPY10
TSPY9P	TSPY10
AMELY	AMELX
TBL1Y	TBL1X
PRKY	PRKX
USP18	USP41
USP17L7	USP17L1
USP17L7	USP17L4
USP17L7	USP17L8
USP17L7	USP17L3
USP17L7	USP17L21
USP17L7	USP17L5
USP17L7	USP17L24
USP17L7	USP17L20
USP17L7	USP17L28
USP17L7	USP17L29
USP17L7	USP17L17
USP17L7	USP17L23
USP17L7	USP17L25
USP17L7	USP17L30
USP17L7	USP17L10
USP17L7	USP17L13
USP17L7	USP17L27
USP17L7	USP17L22
USP17L7	USP17L12
USP17L7	USP17L18
USP17L7	USP17L19
USP17L7	USP17L15
USP17L7	USP17L2
USP17L7	USP17L11
USP17L7	USP17L26
USP17L27	USP17L1
USP17L27	USP17L4
USP17L27	USP17L8
USP17L27	USP17L3
USP17L27	USP17L2
USP17L27	USP17L10
USP17L27	USP17L11
USP17L27	USP17L12
USP17L27	USP17L13
USP17L27	USP17L15
USP17L27	USP17L17
USP17L27	USP17L18
USP17L27	USP17L19
USP17L27	USP17L20
USP17L27	USP17L21
USP17L27	USP17L22
USP17L27	USP17L23
USP17L27	USP17L24
USP17L27	USP17L25
USP17L27	USP17L26
USP17L27	USP17L5
USP17L27	USP17L29
USP17L27	USP17L30
USP17L27	USP17L28
USP17L5	USP17L1
USP17L5	USP17L4
USP17L5	USP17L8
USP17L5	USP17L3
USP17L5	USP17L2
USP17L5	USP17L10
USP17L5	USP17L11
USP17L5	USP17L12
USP17L5	USP17L13
USP17L5	USP17L15
USP17L5	USP17L17
USP17L5	USP17L18
USP17L5	USP17L19
USP17L5	USP17L20
USP17L5	USP17L21
USP17L5	USP17L22
USP17L5	USP17L23
USP17L5	USP17L24
USP17L5	USP17L25
USP17L5	USP17L26
USP17L5	USP17L29
USP17L5	USP17L30
USP17L5	USP17L28
USP17L29	USP17L1
USP17L29	USP17L4
USP17L29	USP17L8
USP17L29	USP17L3
USP17L29	USP17L2
USP17L29	USP17L10
USP17L29	USP17L11
USP17L29	USP17L12
USP17L29	USP17L13
USP17L29	USP17L15
USP17L29	USP17L17
USP17L29	USP17L18
USP17L29	USP17L19
USP17L29	USP17L20
USP17L29	USP17L21
USP17L29	USP17L22
USP17L29	USP17L23
USP17L29	USP17L24
USP17L29	USP17L25
USP17L29	USP17L26
USP17L29	USP17L28
USP17L29	USP17L30
USP17L30	USP17L1
USP17L30	USP17L4
USP17L30	USP17L8
USP17L30	USP17L3
USP17L30	USP17L2
USP17L30	USP17L10
USP17L30	USP17L11
USP17L30	USP17L12
USP17L30	USP17L13
USP17L30	USP17L15
USP17L30	USP17L17
USP17L30	USP17L18
USP17L30	USP17L19
USP17L30	USP17L20
USP17L30	USP17L21
USP17L30	USP17L22
USP17L30	USP17L23
USP17L30	USP17L24
USP17L30	USP17L25
USP17L30	USP17L26
USP17L30	USP17L28
USP17L25	USP17L1
USP17L25	USP17L4
USP17L25	USP17L8
USP17L25	USP17L3
USP17L25	USP17L2
USP17L25	USP17L10
USP17L25	USP17L11
USP17L25	USP17L12
USP17L25	USP17L13
USP17L25	USP17L15
USP17L25	USP17L17
USP17L25	USP17L18
USP17L25	USP17L19
USP17L25	USP17L20
USP17L25	USP17L21
USP17L25	USP17L22
USP17L25	USP17L23
USP17L25	USP17L24
USP17L25	USP17L26
USP17L25	USP17L28
USP17L24	USP17L1
USP17L24	USP17L4
USP17L24	USP17L8
USP17L24	USP17L3
USP17L24	USP17L2
USP17L24	USP17L10
USP17L24	USP17L11
USP17L24	USP17L12
USP17L24	USP17L13
USP17L24	USP17L15
USP17L24	USP17L17
USP17L24	USP17L18
USP17L24	USP17L19
USP17L24	USP17L20
USP17L24	USP17L21
USP17L24	USP17L22
USP17L24	USP17L23
USP17L24	USP17L26
USP17L24	USP17L28
USP17L26	USP17L1
USP17L26	USP17L4
USP17L26	USP17L8
USP17L26	USP17L3
USP17L26	USP17L2
USP17L26	USP17L10
USP17L26	USP17L11
USP17L26	USP17L12
USP17L26	USP17L13
USP17L26	USP17L15
USP17L26	USP17L17
USP17L26	USP17L18
USP17L26	USP17L19
USP17L26	USP17L20
USP17L26	USP17L21
USP17L26	USP17L22
USP17L26	USP17L23
USP17L26	USP17L28
USP17L28	USP17L1
USP17L28	USP17L4
USP17L28	USP17L8
USP17L28	USP17L3
USP17L28	USP17L2
USP17L28	USP17L10
USP17L28	USP17L11
USP17L28	USP17L12
USP17L28	USP17L13
USP17L28	USP17L15
USP17L28	USP17L17
USP17L28	USP17L18
USP17L28	USP17L19
USP17L28	USP17L20
USP17L28	USP17L21
USP17L28	USP17L22
USP17L28	USP17L23
USP17L17	USP17L1
USP17L17	USP17L4
USP17L17	USP17L8
USP17L17	USP17L3
USP17L17	USP17L2
USP17L17	USP17L10
USP17L17	USP17L11
USP17L17	USP17L12
USP17L17	USP17L13
USP17L17	USP17L15
USP17L17	USP17L21
USP17L17	USP17L20
USP17L17	USP17L22
USP17L17	USP17L18
USP17L17	USP17L19
USP17L17	USP17L23
USP17L13	USP17L1
USP17L13	USP17L4
USP17L13	USP17L8
USP17L13	USP17L3
USP17L13	USP17L2
USP17L13	USP17L10
USP17L13	USP17L11
USP17L13	USP17L12
USP17L13	USP17L21
USP17L13	USP17L20
USP17L13	USP17L22
USP17L13	USP17L18
USP17L13	USP17L19
USP17L13	USP17L15
USP17L13	USP17L23
USP17L15	USP17L1
USP17L15	USP17L4
USP17L15	USP17L8
USP17L15	USP17L3
USP17L15	USP17L2
USP17L15	USP17L10
USP17L15	USP17L11
USP17L15	USP17L12
USP17L15	USP17L18
USP17L15	USP17L21
USP17L15	USP17L20
USP17L15	USP17L22
USP17L15	USP17L19
USP17L15	USP17L23
USP17L18	USP17L1
USP17L18	USP17L4
USP17L18	USP17L8
USP17L18	USP17L3
USP17L18	USP17L2
USP17L18	USP17L10
USP17L18	USP17L11
USP17L18	USP17L12
USP17L18	USP17L21
USP17L18	USP17L20
USP17L18	USP17L22
USP17L18	USP17L19
USP17L18	USP17L23
USP17L11	USP17L1
USP17L11	USP17L4
USP17L11	USP17L8
USP17L11	USP17L3
USP17L11	USP17L2
USP17L11	USP17L10
USP17L11	USP17L21
USP17L11	USP17L20
USP17L11	USP17L22
USP17L11	USP17L12
USP17L11	USP17L19
USP17L11	USP17L23
USP17L12	USP17L1
USP17L12	USP17L4
USP17L12	USP17L8
USP17L12	USP17L3
USP17L12	USP17L2
USP17L12	USP17L10
USP17L12	USP17L21
USP17L12	USP17L19
USP17L12	USP17L22
USP17L12	USP17L20
USP17L12	USP17L23
USP17L21	USP17L1
USP17L21	USP17L4
USP17L21	USP17L8
USP17L21	USP17L3
USP17L21	USP17L2
USP17L21	USP17L10
USP17L21	USP17L19
USP17L21	USP17L20
USP17L21	USP17L22
USP17L21	USP17L23
USP17L19	USP17L1
USP17L19	USP17L4
USP17L19	USP17L8
USP17L19	USP17L3
USP17L19	USP17L2
USP17L19	USP17L10
USP17L19	USP17L22
USP17L19	USP17L20
USP17L19	USP17L23
USP17L22	USP17L1
USP17L22	USP17L4
USP17L22	USP17L8
USP17L22	USP17L3
USP17L22	USP17L2
USP17L22	USP17L10
USP17L22	USP17L20
USP17L22	USP17L23
USP17L20	USP17L1
USP17L20	USP17L4
USP17L20	USP17L8
USP17L20	USP17L3
USP17L20	USP17L2
USP17L20	USP17L10
USP17L20	USP17L23
USP17L10	USP17L1
USP17L10	USP17L4
USP17L10	USP17L8
USP17L10	USP17L3
USP17L10	USP17L2
USP17L10	USP17L23
USP17L3	USP17L1
USP17L3	USP17L4
USP17L3	USP17L8
USP17L3	USP17L2
USP17L3	USP17L23
USP17L1	USP17L2
USP17L1	USP17L4
USP17L1	USP17L8
USP17L1	USP17L23
USP17L2	USP17L4
USP17L2	USP17L8
USP17L2	USP17L23
USP17L4	USP17L8
USP17L4	USP17L23
USP17L8	USP17L23
DDX3Y	DDX3X
DDX19B	AC012184.2
DDX19B	DDX19A
DDX19A	AC012184.2
TMSB4Y	TMSB4X
VCY	VCY1B
VCY	VCX3A
VCY	VCX
VCY	VCX3B
VCY	VCX2
VCY1B	VCX3A
VCY1B	VCX
VCY1B	VCX3B
VCY1B	VCX2
VCX3A	VCX
VCX3A	VCX3B
VCX3A	VCX2
VCX	VCX3B
VCX	VCX2
VCX3B	VCX2
NLGN4Y	NLGN4X
CDY2B	CDY2A
CDY2B	CDY1B
CDY2B	CDY1
CDY2B	CDYL
CDY2A	CDY1B
CDY2A	CDY1
CDY2A	CDYL
CDY1B	CDY1
CDY1B	CDYL
CDY1	CDYL
HSFY1	HSFY2
HSFX1	HSFX2
HSFX3	HSFX4
KDM5D	KDM5C
KDM4A	AL451062.2
KDM4E	KDM4F
EIF1AY	EIF1AX
RBMY1B	RBMY1E
RBMY1B	RBMY1D
RBMY1B	RBMY1A1
RBMY1B	RBMY1J
RBMY1B	RBMY1F
RBMY1E	RBMY1A1
RBMY1E	RBMY1D
RBMY1E	RBMY1J
RBMY1E	RBMY1F
RBMY1D	RBMY1A1
RBMY1D	RBMY1J
RBMY1D	RBMY1F
RBMY1A1	RBMY1J
RBMY1A1	RBMY1F
RBMY1J	RBMY1F
CIRBP	RBM3
HNRNPA1L2	HNRNPA1P48
HNRNPA1P48	HNRNPA1
RBMXL1	RBMX
RBMXL2	RBMXL3
RBM4	RBM14-RBM4
RBM4	RBM4B
RBM4B	RBM14-RBM4
PRY2	PRYP3
PRY2	PRY
PRYP3	PRY
BPY2	BPY2C
BPY2	BPY2B
BPY2C	BPY2B
DAZ1	DAZ4
DAZ1	DAZ2
DAZ1	DAZ3
DAZ1	DAZL
DAZ4	DAZ2
DAZ4	DAZ3
DAZ4	DAZL
DAZ2	DAZ3
DAZ2	DAZL
DAZ3	DAZL
TUBA3C	TUBA3E
TUBA3C	TUBA3D
TUBA3E	TUBA3D
TUBB8	TUBB8B
TUBB3	AC092143.1
TPTE2	TPTE
FP565260.4	DNMT3L
FP565260.3	ICOSLG
BTNL3	BTNL8
BTN3A3	BTN3A2
GATD3B	GATD3A
GATD3B	FP565260.2
GATD3A	FP565260.2
AC011511.4	RAVER1
GTF2IRD2B	GTF2IRD2
ZMYM4	AC114490.2
FP565260.1	PWP2
FP565260.6	TRAPPC10
CU639417.1	H2BS1
CU639417.1	H2BC12
CU639417.1	H2BC4
CU639417.1	H2BC6
CU639417.1	H2BC10
CU639417.1	H2BC7
CU639417.1	H2BC8
CU639417.1	H2BC13
H2BC5	H2BC3
H2BC5	H2BU1
H2BC5	H2BC15
H2BC5	H2BC14
H2BC5	H2BC18
H2BC5	H2BC21
H2BC5	H2BC9
H2BC5	H2BC17
H2BC5	H2BC11
H2BC15	H2BC3
H2BC15	H2BC9
H2BC15	H2BC11
H2BC15	H2BC14
H2BC15	H2BU1
H2BC15	H2BC18
H2BC15	H2BC21
H2BC15	H2BC17
H2BU1	H2BC3
H2BU1	H2BC9
H2BU1	H2BC11
H2BU1	H2BC14
H2BU1	H2BC17
H2BU1	H2BC18
H2BC14	H2BC3
H2BC14	H2BC9
H2BC14	H2BC11
H2BC14	H2BC18
H2BC14	H2BC21
H2BC14	H2BC17
H2BC3	H2BC18
H2BC3	H2BC21
H2BC3	H2BC9
H2BC3	H2BC17
H2BC3	H2BC11
H2BC21	H2BC9
H2BC21	H2BC11
H2BC21	H2BC17
H2BC21	H2BC18
H2BC11	H2BC9
H2BC11	H2BC18
H2BC11	H2BC17
H2BC9	H2BC17
H2BC9	H2BC18
H2BC17	H2BC18
H2BW1	H2BW2
H2BS1	H2BC12
H2BS1	H2BC4
H2BS1	H2BC6
H2BS1	H2BC10
H2BS1	H2BC7
H2BS1	H2BC8
H2BS1	H2BC13
H2BC12	H2BC4
H2BC12	H2BC6
H2BC12	H2BC7
H2BC12	H2BC8
H2BC12	H2BC10
H2BC12	H2BC13
H2BC4	H2BC6
H2BC4	H2BC10
H2BC4	H2BC7
H2BC4	H2BC8
H2BC4	H2BC13
H2BC6	H2BC10
H2BC6	H2BC7
H2BC6	H2BC8
H2BC6	H2BC13
H2BC10	H2BC7
H2BC10	H2BC8
H2BC10	H2BC13
H2BC7	H2BC8
H2BC7	H2BC13
H2BC8	H2BC13
SIK1B	SIK1
GJB2	GJB6
GJB4	GJB5
CBSL	CBS
U2AF1L5	U2AF1
U2AF1L4	AD000671.2
CRYAA2	CRYAA
HSPB2-C11orf52	HSPB2
AC011530.1	DMPK
SMIM11B	SMIM11A
FAM243B	FAM243A
SMIM34B	SMIM34A
ZDHHC11	ZDHHC11B
KCNE1B	KCNE1
C1QTNF9B	C1QTNF9
C1QTNF3	C1QTNF3-AMACR
AL359736.1	SPATA13
ARHGEF25	AC025165.6
AP002373.1	RBM7
ATP1A3	AC010616.1
HSPA1B	HSPA1A
TCP10L2	TCP10L
PABPC3	PABPC1
PABPC1L2B	PABPC1L2A
CDK11B	CDK11A
ZNF324	ZNF324B
POLR2J3	UPK3B
POLR2J3	POLR2J
POLR2J3	AC105052.1
POLR2J3	UPK3BL2
POLR2J3	UPK3BL1
POLR2J3	POLR2J2
POLR2J2	POLR2J
AC012531.3	HOXC5
PDGFRA	AC058822.1
CXADR	AC136352.4
VPS4A	AC026464.4
UBE2L5	UBE2L3
AC020909.1	SPIB
KLHL9	KLHL13
KBTBD7	KBTBD6
AC007731.4	KLHL22
CLDN11	AC026316.4
CLDN24	CLDN22
CLDN7	AC003688.1
SOHLH2	CCDC169-SOHLH2
KRTAP24-1	KRTAP3-1
KRTAP24-1	KRTAP3-2
KRTAP24-1	KRTAP3-3
KRTAP3-1	KRTAP3-3
KRTAP3-1	KRTAP3-2
KRTAP3-2	KRTAP3-3
KRTAP25-1	KRTAP15-1
KRTAP25-1	KRTAP13-2
KRTAP25-1	KRTAP13-1
KRTAP25-1	KRTAP13-4
KRTAP25-1	KRTAP13-3
KRTAP25-1	KRTAP26-1
KRTAP25-1	KRTAP27-1
KRTAP25-1	KRTAP23-1
KRTAP25-1	KRTAP11-1
KRTAP15-1	KRTAP26-1
KRTAP15-1	KRTAP27-1
KRTAP15-1	KRTAP23-1
KRTAP15-1	KRTAP13-2
KRTAP15-1	KRTAP13-1
KRTAP15-1	KRTAP13-3
KRTAP15-1	KRTAP13-4
KRTAP15-1	KRTAP11-1
KRTAP13-2	KRTAP26-1
KRTAP13-2	KRTAP27-1
KRTAP13-2	KRTAP23-1
KRTAP13-2	KRTAP13-3
KRTAP13-2	KRTAP11-1
KRTAP13-2	KRTAP13-1
KRTAP13-2	KRTAP13-4
KRTAP13-1	KRTAP26-1
KRTAP13-1	KRTAP27-1
KRTAP13-1	KRTAP23-1
KRTAP13-1	KRTAP13-3
KRTAP13-1	KRTAP11-1
KRTAP13-1	KRTAP13-4
KRTAP13-4	KRTAP26-1
KRTAP13-4	KRTAP27-1
KRTAP13-4	KRTAP23-1
KRTAP13-4	KRTAP13-3
KRTAP13-4	KRTAP11-1
KRTAP13-3	KRTAP26-1
KRTAP13-3	KRTAP27-1
KRTAP13-3	KRTAP23-1
KRTAP13-3	KRTAP11-1
KRTAP26-1	KRTAP27-1
KRTAP26-1	KRTAP23-1
KRTAP26-1	KRTAP11-1
KRTAP27-1	KRTAP23-1
KRTAP27-1	KRTAP11-1
KRTAP23-1	KRTAP11-1
KRTAP21-1	AL445238.1
AC008012.1	CCND2
SUPT20H	SUPT20HL1
SUPT20H	SUPT20HL2
SUPT20HL1	SUPT20HL2
CFAP298-TCP10L	CFAP298
CRHR1	LINC02210-CRHR1
CSNK1E	TPTEP2-CSNK1E
AP000295.1	IL10RB
FOXO3	FOXO3B
FOXP1	AC097634.4
FOXD4L1	FOXD4
FOXD4L1	FOXD4L6
FOXD4L1	FOXD4L5
FOXD4L1	FOXD4L4
FOXD4L1	FOXD4L3
FOXD4	FOXD4L3
FOXD4	FOXD4L6
FOXD4	FOXD4L5
FOXD4	FOXD4L4
FOXD4L6	FOXD4L3
FOXD4L6	FOXD4L5
FOXD4L6	FOXD4L4
FOXD4L3	FOXD4L5
FOXD4L3	FOXD4L4
FOXD4L5	FOXD4L4
SLC25A32	AC012213.5
AC139530.2	SLC25A10
SLC25A51	SLC25A52
AP000311.1	ATP5PO
PTGR2	AC005520.1
ADH1B	ADH1A
ADH1B	ADH1C
ADH1C	ADH1A
AKAP4	AKAP3
FAM216B	FAM216A
LACC1	AL512506.3
CBY2	CCDC70
CBY2	CBY3
CCDC70	CBY3
GSTT2B	GSTT2
DHRS4	DHRS4L2
KMT2A	AP001267.5
DYRK4	AC005832.4
AC073610.2	ARF3
ARL17A	ARL17B
ARL2	ARL2-SNX15
EBP	AF196969.1
TRIM64B	TRIM64C
TRIM64B	TRIM64
TRIM64	TRIM64C
TRIM73	TRIM74
TRIM51GP	TRIM51
TRIM43B	TRIM43
TRIM60	TRIM61
TRIM5	AC104389.5
TRIM49D2	TRIM48
TRIM49D2	TRIM49D1
TRIM49D1	TRIM48
TRIM6-TRIM34	TRIM34
TRIM45	TRIM47
TRIM16L	TRIM16
TRIM41	TRIM52
TRIM2	AC013477.1
TRIM49B	TRIM49C
TRIM49B	TRIM49
TRIM49C	TRIM49
KCNJ12	KCNJ18
HMGN2	HMGN4
SERPINA1	SERPINA2
SERPINB4	SERPINB3
SERPINB6	HMSD
CT45A1	CT45A3
CT45A1	CT45A5
CT45A1	CT45A7
CT45A1	CT45A6
CT45A1	CT45A8
CT45A1	CT45A2
CT45A1	CT45A9
CT45A1	CT45A10
CT45A1	SAGE1
CT45A5	CT45A3
CT45A5	CT45A7
CT45A5	CT45A6
CT45A5	CT45A8
CT45A5	CT45A2
CT45A5	CT45A9
CT45A5	CT45A10
CT45A5	SAGE1
CT45A7	CT45A3
CT45A7	CT45A6
CT45A7	CT45A2
CT45A7	CT45A8
CT45A7	CT45A9
CT45A7	CT45A10
CT45A7	SAGE1
CT45A8	CT45A3
CT45A8	CT45A6
CT45A8	CT45A2
CT45A8	CT45A9
CT45A8	CT45A10
CT45A8	SAGE1
CT45A6	CT45A3
CT45A6	CT45A2
CT45A6	CT45A9
CT45A6	CT45A10
CT45A6	SAGE1
SAGE1	CT45A3
SAGE1	CT45A2
SAGE1	CT45A9
SAGE1	CT45A10
CT45A2	CT45A3
CT45A2	CT45A9
CT45A2	CT45A10
CT45A9	CT45A3
CT45A9	CT45A10
CT45A3	CT45A10
